('YMD','Year','Month','Day'),
('20061115','2006','11','15'),
('20061116','2006','11','16'),
('20061117','2006','11','17'),
('20061118','2006','11','18'),
('20061119','2006','11','19'),
('20061120','2006','11','20'),
('20061121','2006','11','21'),
('20061122','2006','11','22'),
('20061123','2006','11','23'),
('20061124','2006','11','24'),
('20061125','2006','11','25'),
('20061126','2006','11','26'),
('20061127','2006','11','27'),
('20061128','2006','11','28'),
('20061129','2006','11','29'),
('20061130','2006','11','30'),
('20061201','2006','12','01'),
('20061202','2006','12','02'),
('20061203','2006','12','03'),
('20061204','2006','12','04'),
('20061205','2006','12','05'),
('20061206','2006','12','06'),
('20061207','2006','12','07'),
('20061208','2006','12','08'),
('20061209','2006','12','09'),
('20061210','2006','12','10'),
('20061211','2006','12','11'),
('20061212','2006','12','12'),
('20061213','2006','12','13'),
('20061214','2006','12','14'),
('20061215','2006','12','15'),
('20061216','2006','12','16'),
('20061217','2006','12','17'),
('20061218','2006','12','18'),
('20061219','2006','12','19'),
('20061220','2006','12','20'),
('20061221','2006','12','21'),
('20061222','2006','12','22'),
('20061223','2006','12','23'),
('20061224','2006','12','24'),
('20061225','2006','12','25'),
('20061226','2006','12','26'),
('20061227','2006','12','27'),
('20061228','2006','12','28'),
('20061229','2006','12','29'),
('20061230','2006','12','30'),
('20061231','2006','12','31'),
('20060904','2006','09','04'),
('20060721','2006','07','21'),
('20060722','2006','07','22'),
('20060723','2006','07','23'),
('20060724','2006','07','24'),
('20060725','2006','07','25'),
('20070101','2007','01','01'),
('20070102','2007','01','02'),
('20070103','2007','01','03'),
('20070104','2007','01','04'),
('20070105','2007','01','05'),
('20070106','2007','01','06'),
('20070107','2007','01','07'),
('20070108','2007','01','08'),
('20070109','2007','01','09'),
('20070110','2007','01','10'),
('20070111','2007','01','11'),
('20070112','2007','01','12'),
('20070113','2007','01','13'),
('20070114','2007','01','14'),
('20070115','2007','01','15'),
('20070116','2007','01','16'),
('20070117','2007','01','17'),
('20070118','2007','01','18'),
('20070119','2007','01','19'),
('20070120','2007','01','20'),
('20070121','2007','01','21'),
('20070122','2007','01','22'),
('20070123','2007','01','23'),
('20070124','2007','01','24'),
('20070125','2007','01','25'),
('20070126','2007','01','26'),
('20070127','2007','01','27'),
('20070128','2007','01','28'),
('20070129','2007','01','29'),
('20070130','2007','01','30'),
('20070131','2007','01','31'),
('20070201','2007','02','01'),
('20070202','2007','02','02'),
('20070203','2007','02','03'),
('20070204','2007','02','04'),
('20070205','2007','02','05'),
('20070206','2007','02','06'),
('20070207','2007','02','07'),
('20070208','2007','02','08'),
('20070209','2007','02','09'),
('20070210','2007','02','10'),
('20070211','2007','02','11'),
('20070212','2007','02','12'),
('20070213','2007','02','13'),
('20070214','2007','02','14'),
('20070215','2007','02','15'),
('20070216','2007','02','16'),
('20070217','2007','02','17'),
('20070218','2007','02','18'),
('20070219','2007','02','19'),
('20070220','2007','02','20'),
('20070221','2007','02','21'),
('20070222','2007','02','22'),
('20070223','2007','02','23'),
('20070224','2007','02','24'),
('20070225','2007','02','25'),
('20070226','2007','02','26'),
('20070227','2007','02','27'),
('20070228','2007','02','28'),
('20070301','2007','03','01'),
('20070302','2007','03','02'),
('20070303','2007','03','03'),
('20070304','2007','03','04'),
('20070305','2007','03','05'),
('20070306','2007','03','06'),
('20070307','2007','03','07'),
('20070308','2007','03','08'),
('20070309','2007','03','09'),
('20070310','2007','03','10'),
('20070311','2007','03','11'),
('20070312','2007','03','12'),
('20070313','2007','03','13'),
('20070314','2007','03','14'),
('20070315','2007','03','15'),
('20070316','2007','03','16'),
('20070317','2007','03','17'),
('20070318','2007','03','18'),
('20070319','2007','03','19'),
('20070320','2007','03','20'),
('20070321','2007','03','21'),
('20070322','2007','03','22'),
('20070323','2007','03','23'),
('20070324','2007','03','24'),
('20070325','2007','03','25'),
('20070326','2007','03','26'),
('20070327','2007','03','27'),
('20070328','2007','03','28'),
('20070329','2007','03','29'),
('20070330','2007','03','30'),
('20070331','2007','03','31'),
('20070401','2007','04','01'),
('20070402','2007','04','02'),
('20070403','2007','04','03'),
('20070404','2007','04','04'),
('20070405','2007','04','05'),
('20070406','2007','04','06'),
('20070407','2007','04','07'),
('20070408','2007','04','08'),
('20070409','2007','04','09'),
('20070410','2007','04','10'),
('20070411','2007','04','11'),
('20070412','2007','04','12'),
('20070413','2007','04','13'),
('20070414','2007','04','14'),
('20070415','2007','04','15'),
('20070416','2007','04','16'),
('20070417','2007','04','17'),
('20070418','2007','04','18'),
('20070419','2007','04','19'),
('20070420','2007','04','20'),
('20070421','2007','04','21'),
('20070422','2007','04','22'),
('20070423','2007','04','23'),
('20070424','2007','04','24'),
('20070425','2007','04','25'),
('20070426','2007','04','26'),
('20070427','2007','04','27'),
('20070428','2007','04','28'),
('20070429','2007','04','29'),
('20070430','2007','04','30'),
('20070501','2007','05','01'),
('20070502','2007','05','02'),
('20070503','2007','05','03'),
('20070504','2007','05','04'),
('20070505','2007','05','05'),
('20070506','2007','05','06'),
('20070507','2007','05','07'),
('20070508','2007','05','08'),
('20070509','2007','05','09'),
('20070510','2007','05','10'),
('20070511','2007','05','11'),
('20070512','2007','05','12'),
('20070513','2007','05','13'),
('20070514','2007','05','14'),
('20070515','2007','05','15'),
('20070516','2007','05','16'),
('20070517','2007','05','17'),
('20070518','2007','05','18'),
('20070519','2007','05','19'),
('20070520','2007','05','20'),
('20070521','2007','05','21'),
('20070522','2007','05','22'),
('20070523','2007','05','23'),
('20070524','2007','05','24'),
('20070525','2007','05','25'),
('20070526','2007','05','26'),
('20070527','2007','05','27'),
('20070528','2007','05','28'),
('20070529','2007','05','29'),
('20070530','2007','05','30'),
('20070531','2007','05','31'),
('20070601','2007','06','01'),
('20070602','2007','06','02'),
('20070603','2007','06','03'),
('20070604','2007','06','04'),
('20070605','2007','06','05'),
('20070606','2007','06','06'),
('20070607','2007','06','07'),
('20070608','2007','06','08'),
('20070609','2007','06','09'),
('20070610','2007','06','10'),
('20070611','2007','06','11'),
('20070612','2007','06','12'),
('20070613','2007','06','13'),
('20070614','2007','06','14'),
('20070615','2007','06','15'),
('20070616','2007','06','16'),
('20070617','2007','06','17'),
('20070618','2007','06','18'),
('20070619','2007','06','19'),
('20070620','2007','06','20'),
('20070621','2007','06','21'),
('20070622','2007','06','22'),
('20070623','2007','06','23'),
('20070624','2007','06','24'),
('20070625','2007','06','25'),
('20070626','2007','06','26'),
('20070627','2007','06','27'),
('20070628','2007','06','28'),
('20070629','2007','06','29'),
('20070630','2007','06','30'),
('20070701','2007','07','01'),
('20070702','2007','07','02'),
('20070703','2007','07','03'),
('20070704','2007','07','04'),
('20070705','2007','07','05'),
('20070706','2007','07','06'),
('20070707','2007','07','07'),
('20070708','2007','07','08'),
('20070709','2007','07','09'),
('20070710','2007','07','10'),
('20070711','2007','07','11'),
('20070712','2007','07','12'),
('20070713','2007','07','13'),
('20070714','2007','07','14'),
('20070715','2007','07','15'),
('20070716','2007','07','16'),
('20070717','2007','07','17'),
('20070718','2007','07','18'),
('20070719','2007','07','19'),
('20070720','2007','07','20'),
('20070721','2007','07','21'),
('20070722','2007','07','22'),
('20070723','2007','07','23'),
('20070724','2007','07','24'),
('20070725','2007','07','25'),
('20070726','2007','07','26'),
('20070727','2007','07','27'),
('20070728','2007','07','28'),
('20070729','2007','07','29'),
('20070730','2007','07','30'),
('20070731','2007','07','31'),
('20070801','2007','08','01'),
('20070802','2007','08','02'),
('20070803','2007','08','03'),
('20070804','2007','08','04'),
('20070805','2007','08','05'),
('20070806','2007','08','06'),
('20070807','2007','08','07'),
('20070808','2007','08','08'),
('20070809','2007','08','09'),
('20070810','2007','08','10'),
('20070811','2007','08','11'),
('20070812','2007','08','12'),
('20070813','2007','08','13'),
('20070814','2007','08','14'),
('20070815','2007','08','15'),
('20070816','2007','08','16'),
('20070817','2007','08','17'),
('20070818','2007','08','18'),
('20070819','2007','08','19'),
('20070820','2007','08','20'),
('20070821','2007','08','21'),
('20070822','2007','08','22'),
('20070823','2007','08','23'),
('20070824','2007','08','24'),
('20070825','2007','08','25'),
('20070826','2007','08','26'),
('20070827','2007','08','27'),
('20070828','2007','08','28'),
('20070829','2007','08','29'),
('20070830','2007','08','30'),
('20070831','2007','08','31'),
('20070901','2007','09','01'),
('20070902','2007','09','02'),
('20070903','2007','09','03'),
('20070904','2007','09','04'),
('20070905','2007','09','05'),
('20070906','2007','09','06'),
('20070907','2007','09','07'),
('20070908','2007','09','08'),
('20070909','2007','09','09'),
('20070910','2007','09','10'),
('20070911','2007','09','11'),
('20070912','2007','09','12'),
('20070913','2007','09','13'),
('20070914','2007','09','14'),
('20070915','2007','09','15'),
('20070916','2007','09','16'),
('20070917','2007','09','17'),
('20070918','2007','09','18'),
('20070919','2007','09','19'),
('20070920','2007','09','20'),
('20070921','2007','09','21'),
('20070922','2007','09','22'),
('20070923','2007','09','23'),
('20070924','2007','09','24'),
('20070925','2007','09','25'),
('20070926','2007','09','26'),
('20070927','2007','09','27'),
('20070928','2007','09','28'),
('20070929','2007','09','29'),
('20070930','2007','09','30'),
('20071001','2007','10','01'),
('20071002','2007','10','02'),
('20071003','2007','10','03'),
('20071004','2007','10','04'),
('20071005','2007','10','05'),
('20071006','2007','10','06'),
('20071007','2007','10','07'),
('20071008','2007','10','08'),
('20071009','2007','10','09'),
('20071010','2007','10','10'),
('20071011','2007','10','11'),
('20071012','2007','10','12'),
('20071013','2007','10','13'),
('20071014','2007','10','14'),
('20071015','2007','10','15'),
('20071016','2007','10','16'),
('20071017','2007','10','17'),
('20071018','2007','10','18'),
('20071019','2007','10','19'),
('20071020','2007','10','20'),
('20071021','2007','10','21'),
('20071022','2007','10','22'),
('20071023','2007','10','23'),
('20071024','2007','10','24'),
('20071025','2007','10','25'),
('20071026','2007','10','26'),
('20071027','2007','10','27'),
('20071028','2007','10','28'),
('20071029','2007','10','29'),
('20071030','2007','10','30'),
('20071031','2007','10','31'),
('20071101','2007','11','01'),
('20071102','2007','11','02'),
('20071103','2007','11','03'),
('20071104','2007','11','04'),
('20071105','2007','11','05'),
('20071106','2007','11','06'),
('20071107','2007','11','07'),
('20071108','2007','11','08'),
('20071109','2007','11','09'),
('20071110','2007','11','10'),
('20071111','2007','11','11'),
('20071112','2007','11','12'),
('20071113','2007','11','13'),
('20071114','2007','11','14'),
('20071115','2007','11','15'),
('20071116','2007','11','16'),
('20071117','2007','11','17'),
('20071118','2007','11','18'),
('20071119','2007','11','19'),
('20071120','2007','11','20'),
('20071121','2007','11','21'),
('20071122','2007','11','22'),
('20071123','2007','11','23'),
('20071124','2007','11','24'),
('20071125','2007','11','25'),
('20071126','2007','11','26'),
('20071127','2007','11','27'),
('20071128','2007','11','28'),
('20071129','2007','11','29'),
('20071130','2007','11','30'),
('20071201','2007','12','01'),
('20071202','2007','12','02'),
('20071203','2007','12','03'),
('20071204','2007','12','04'),
('20071205','2007','12','05'),
('20071206','2007','12','06'),
('20071207','2007','12','07'),
('20071208','2007','12','08'),
('20071209','2007','12','09'),
('20071210','2007','12','10'),
('20071211','2007','12','11'),
('20071212','2007','12','12'),
('20071213','2007','12','13'),
('20071214','2007','12','14'),
('20071215','2007','12','15'),
('20071216','2007','12','16'),
('20071217','2007','12','17'),
('20071218','2007','12','18'),
('20071219','2007','12','19'),
('20071220','2007','12','20'),
('20071221','2007','12','21'),
('20071222','2007','12','22'),
('20071223','2007','12','23'),
('20071224','2007','12','24'),
('20071225','2007','12','25'),
('20071226','2007','12','26'),
('20071227','2007','12','27'),
('20071228','2007','12','28'),
('20071229','2007','12','29'),
('20071230','2007','12','30'),
('20071231','2007','12','31'),
('20080101','2008','01','01'),
('20080102','2008','01','02'),
('20080103','2008','01','03'),
('20080104','2008','01','04'),
('20080105','2008','01','05'),
('20080106','2008','01','06'),
('20080107','2008','01','07'),
('20080108','2008','01','08'),
('20080109','2008','01','09'),
('20080110','2008','01','10'),
('20080111','2008','01','11'),
('20080112','2008','01','12'),
('20080113','2008','01','13'),
('20080114','2008','01','14'),
('20080116','2008','01','16'),
('20080117','2008','01','17'),
('20080118','2008','01','18'),
('20080119','2008','01','19'),
('20080120','2008','01','20'),
('20080121','2008','01','21'),
('20080122','2008','01','22'),
('20080123','2008','01','23'),
('20080124','2008','01','24'),
('20080125','2008','01','25'),
('20080126','2008','01','26'),
('20080127','2008','01','27'),
('20080128','2008','01','28'),
('20080129','2008','01','29'),
('20080130','2008','01','30'),
('20080131','2008','01','31'),
('20080201','2008','02','01'),
('20080202','2008','02','02'),
('20080203','2008','02','03'),
('20080204','2008','02','04'),
('20080205','2008','02','05'),
('20080206','2008','02','06'),
